"","xgboost","cubist","deepLearning","rf","LSTM","avg","median","real_peak"
"130",2017-05-10 21:00:00,2017-05-10 19:05:00,2017-05-10 18:55:00,2017-05-10 20:25:00,2017-05-10 19:55:00,2017-05-10 19:52:00,2017-05-10 19:55:00,2017-05-10 19:25:00
"131",2017-05-11 19:55:00,2017-05-11 21:00:00,2017-05-11 18:55:00,2017-05-11 22:00:00,2017-05-11 21:00:00,2017-05-11 20:30:00,2017-05-11 20:40:00,2017-05-11 21:05:00
"132",2017-05-12 21:00:00,2017-05-12 20:35:00,2017-05-12 21:00:00,2017-05-12 21:00:00,2017-05-12 20:40:00,2017-05-12 20:51:00,2017-05-12 20:40:00,2017-05-12 21:00:00
"133",2017-05-13 21:00:00,2017-05-13 21:00:00,2017-05-13 21:40:00,2017-05-13 21:00:00,2017-05-13 21:00:00,2017-05-13 21:04:00,2017-05-13 20:40:00,2017-05-13 21:20:00
"134",2017-05-14 21:00:00,2017-05-14 20:40:00,2017-05-14 21:00:00,2017-05-14 20:20:00,2017-05-14 20:40:00,2017-05-14 20:44:00,2017-05-14 20:40:00,2017-05-14 20:45:00
"135",2017-05-15 21:00:00,2017-05-15 20:35:00,2017-05-15 20:55:00,2017-05-15 21:00:00,2017-05-15 20:40:00,2017-05-15 20:50:00,2017-05-15 20:40:00,2017-05-15 21:00:00
"136",2017-05-16 21:05:00,2017-05-16 18:35:00,2017-05-16 17:55:00,2017-05-16 19:55:00,2017-05-16 21:00:00,2017-05-16 19:29:00,2017-05-16 19:55:00,2017-05-16 18:45:00
"137",2017-05-17 21:00:00,2017-05-17 20:00:00,2017-05-17 18:00:00,2017-05-17 21:00:00,2017-05-17 20:05:00,2017-05-17 20:08:00,2017-05-17 20:40:00,2017-05-17 21:00:00
"138",2017-05-18 21:00:00,2017-05-18 20:30:00,2017-05-18 20:55:00,2017-05-18 22:00:00,2017-05-18 21:00:00,2017-05-18 21:01:00,2017-05-18 20:40:00,2017-05-18 21:10:00
"139",2017-05-19 19:55:00,2017-05-19 21:00:00,2017-05-19 20:05:00,2017-05-19 21:00:00,2017-05-19 19:55:00,2017-05-19 20:23:00,2017-05-19 19:55:00,2017-05-19 15:50:00
"140",2017-05-20 19:35:00,2017-05-20 21:00:00,2017-05-20 19:55:00,2017-05-20 19:35:00,2017-05-20 19:50:00,2017-05-20 20:09:00,2017-05-20 20:40:00,2017-05-20 21:20:00
"141",2017-05-21 21:00:00,2017-05-21 20:35:00,2017-05-21 21:35:00,2017-05-21 20:55:00,2017-05-21 21:00:00,2017-05-21 21:01:00,2017-05-21 21:00:00,2017-05-21 21:10:00
"142",2017-05-22 18:40:00,2017-05-22 19:55:00,2017-05-22 17:00:00,2017-05-22 20:35:00,2017-05-22 20:30:00,2017-05-22 19:22:00,2017-05-22 20:40:00,2017-05-22 16:25:00
"143",2017-05-23 20:40:00,2017-05-23 19:55:00,2017-05-23 11:55:00,2017-05-23 20:40:00,2017-05-23 20:40:00,2017-05-23 18:46:00,2017-05-23 20:40:00,2017-05-23 15:55:00
"144",2017-05-24 19:55:00,2017-05-24 22:00:00,2017-05-24 22:00:00,2017-05-24 20:10:00,2017-05-24 20:25:00,2017-05-24 20:49:00,2017-05-24 20:00:00,2017-05-24 21:15:00
"145",2017-05-25 20:00:00,2017-05-25 17:55:00,2017-05-25 20:05:00,2017-05-25 19:55:00,2017-05-25 20:05:00,2017-05-25 19:43:00,2017-05-25 20:40:00,2017-05-25 21:25:00
"146",2017-05-26 20:25:00,2017-05-26 15:55:00,2017-05-26 19:00:00,2017-05-26 16:00:00,2017-05-26 20:45:00,2017-05-26 18:24:00,2017-05-26 20:40:00,2017-05-26 21:15:00
"147",2017-05-27 18:40:00,2017-05-27 20:30:00,2017-05-27 18:00:00,2017-05-27 18:55:00,2017-05-27 20:40:00,2017-05-27 19:21:00,2017-05-27 20:40:00,2017-05-27 21:15:00
"148",2017-05-28 21:05:00,2017-05-28 17:05:00,2017-05-28 22:00:00,2017-05-28 18:55:00,2017-05-28 21:00:00,2017-05-28 19:57:00,2017-05-28 20:40:00,2017-05-28 20:50:00
"149",2017-05-29 23:00:00,2017-05-29 15:55:00,2017-05-29 13:55:00,2017-05-29 17:00:00,2017-05-29 14:20:00,2017-05-29 18:06:00,2017-05-29 20:40:00,2017-05-29 12:55:00
"150",2017-05-30 21:00:00,2017-05-30 18:30:00,2017-05-30 20:00:00,2017-05-30 21:00:00,2017-05-30 21:00:00,2017-05-30 20:05:00,2017-05-30 19:55:00,2017-05-30 21:25:00
"151",2017-05-31 22:00:00,2017-05-31 20:55:00,2017-05-31 23:00:00,2017-05-31 21:00:00,2017-05-31 20:40:00,2017-05-31 21:31:00,2017-05-31 20:40:00,2017-05-31 21:25:00
"152",2017-06-01 19:30:00,2017-06-01 22:05:00,2017-06-01 19:25:00,2017-06-01 19:45:00,2017-06-01 19:40:00,2017-06-01 19:56:00,2017-06-01 18:55:00,2017-06-01 20:00:00
"153",2017-06-02 18:50:00,2017-06-02 20:00:00,2017-06-02 22:15:00,2017-06-02 18:55:00,2017-06-02 20:40:00,2017-06-02 20:08:00,2017-06-02 20:40:00,2017-06-02 21:20:00
"154",2017-06-03 17:00:00,2017-06-03 15:05:00,2017-06-03 20:00:00,2017-06-03 21:00:00,2017-06-03 20:05:00,2017-06-03 18:45:00,2017-06-03 20:40:00,2017-06-03 21:15:00
"155",2017-06-04 19:30:00,2017-06-04 23:00:00,2017-06-04 16:00:00,2017-06-04 19:55:00,2017-06-04 20:40:00,2017-06-04 19:49:00,2017-06-04 20:40:00,2017-06-04 19:30:00
"156",2017-06-05 19:55:00,2017-06-05 19:55:00,2017-06-05 19:55:00,2017-06-05 19:55:00,2017-06-05 19:55:00,2017-06-05 20:04:00,2017-06-05 20:40:00,2017-06-05 21:30:00
"157",2017-06-06 20:45:00,2017-06-06 20:20:00,2017-06-06 19:55:00,2017-06-06 19:55:00,2017-06-06 20:40:00,2017-06-06 20:19:00,2017-06-06 20:40:00,2017-06-06 19:40:00
"158",2017-06-07 22:00:00,2017-06-07 21:05:00,2017-06-07 21:00:00,2017-06-07 20:55:00,2017-06-07 21:00:00,2017-06-07 21:08:00,2017-06-07 20:40:00,2017-06-07 19:40:00
"159",2017-06-08 22:00:00,2017-06-08 22:00:00,2017-06-08 15:55:00,2017-06-08 19:55:00,2017-06-08 20:40:00,2017-06-08 20:06:00,2017-06-08 20:40:00,2017-06-08 20:25:00
"160",2017-06-09 19:35:00,2017-06-09 22:00:00,2017-06-09 19:40:00,2017-06-09 19:55:00,2017-06-09 20:40:00,2017-06-09 20:22:00,2017-06-09 20:40:00,2017-06-09 21:15:00
"161",2017-06-10 18:15:00,2017-06-10 23:30:00,2017-06-10 18:00:00,2017-06-10 18:55:00,2017-06-10 18:55:00,2017-06-10 19:52:00,2017-06-10 20:40:00,2017-06-10 21:25:00
"162",2017-06-11 20:30:00,2017-06-11 18:55:00,2017-06-11 17:35:00,2017-06-11 21:10:00,2017-06-11 20:00:00,2017-06-11 19:46:00,2017-06-11 20:40:00,2017-06-11 21:20:00
"163",2017-06-12 19:25:00,2017-06-12 19:55:00,2017-06-12 17:55:00,2017-06-12 21:20:00,2017-06-12 19:55:00,2017-06-12 19:51:00,2017-06-12 20:40:00,2017-06-12 19:45:00
"164",2017-06-13 21:00:00,2017-06-13 20:55:00,2017-06-13 16:55:00,2017-06-13 19:55:00,2017-06-13 20:40:00,2017-06-13 19:53:00,2017-06-13 20:40:00,2017-06-13 15:50:00
"165",2017-06-14 21:50:00,2017-06-14 22:00:00,2017-06-14 21:00:00,2017-06-14 19:25:00,2017-06-14 21:00:00,2017-06-14 20:59:00,2017-06-14 20:40:00,2017-06-14 13:15:00
"166",2017-06-15 16:30:00,2017-06-15 18:00:00,2017-06-15 22:00:00,2017-06-15 19:55:00,2017-06-15 19:55:00,2017-06-15 19:16:00,2017-06-15 19:55:00,2017-06-15 14:20:00
"167",2017-06-16 19:15:00,2017-06-16 21:25:00,2017-06-16 17:35:00,2017-06-16 19:40:00,2017-06-16 19:55:00,2017-06-16 19:43:00,2017-06-16 20:40:00,2017-06-16 20:25:00
"168",2017-06-17 20:50:00,2017-06-17 17:55:00,2017-06-17 18:55:00,2017-06-17 17:40:00,2017-06-17 19:55:00,2017-06-17 19:03:00,2017-06-17 19:55:00,2017-06-17 17:15:00
"169",2017-06-18 21:25:00,2017-06-18 20:50:00,2017-06-18 19:25:00,2017-06-18 20:40:00,2017-06-18 20:40:00,2017-06-18 20:36:00,2017-06-18 20:40:00,2017-06-18 21:20:00
"170",2017-06-19 19:15:00,2017-06-19 21:45:00,2017-06-19 11:55:00,2017-06-19 22:20:00,2017-06-19 21:25:00,2017-06-19 19:11:00,2017-06-19 20:40:00,2017-06-19 19:45:00
"171",2017-06-20 19:40:00,2017-06-20 19:55:00,2017-06-20 20:15:00,2017-06-20 19:45:00,2017-06-20 19:55:00,2017-06-20 20:03:00,2017-06-20 20:40:00,2017-06-20 20:25:00
"172",2017-06-21 22:00:00,2017-06-21 20:55:00,2017-06-21 20:20:00,2017-06-21 20:50:00,2017-06-21 20:40:00,2017-06-21 20:57:00,2017-06-21 20:40:00,2017-06-21 20:50:00
"173",2017-06-22 21:20:00,2017-06-22 21:15:00,2017-06-22 22:00:00,2017-06-22 20:45:00,2017-06-22 21:00:00,2017-06-22 21:12:00,2017-06-22 20:40:00,2017-06-22 19:40:00
"174",2017-06-23 21:00:00,2017-06-23 20:55:00,2017-06-23 19:55:00,2017-06-23 20:55:00,2017-06-23 20:40:00,2017-06-23 20:41:00,2017-06-23 20:40:00,2017-06-23 17:25:00
"175",2017-06-24 21:15:00,2017-06-24 21:05:00,2017-06-24 21:55:00,2017-06-24 21:30:00,2017-06-24 20:40:00,2017-06-24 21:17:00,2017-06-24 20:40:00,2017-06-24 19:55:00
"176",2017-06-25 20:40:00,2017-06-25 20:00:00,2017-06-25 20:05:00,2017-06-25 20:00:00,2017-06-25 20:40:00,2017-06-25 20:17:00,2017-06-25 20:40:00,2017-06-25 18:40:00
"177",2017-06-26 20:15:00,2017-06-26 19:55:00,2017-06-26 20:55:00,2017-06-26 19:55:00,2017-06-26 20:40:00,2017-06-26 20:24:00,2017-06-26 21:00:00,2017-06-26 13:25:00
"178",2017-06-27 21:15:00,2017-06-27 19:55:00,2017-06-27 21:50:00,2017-06-27 20:55:00,2017-06-27 20:40:00,2017-06-27 20:55:00,2017-06-27 20:40:00,2017-06-27 19:15:00
"179",2017-06-28 20:00:00,2017-06-28 19:25:00,2017-06-28 22:00:00,2017-06-28 20:05:00,2017-06-28 20:05:00,2017-06-28 20:26:00,2017-06-28 20:40:00,2017-06-28 21:15:00
"180",2017-06-29 14:50:00,2017-06-29 17:45:00,2017-06-29 20:35:00,2017-06-29 14:15:00,2017-06-29 20:40:00,2017-06-29 17:37:00,2017-06-29 20:40:00,2017-06-29 13:00:00
"181",2017-06-30 21:05:00,2017-06-30 21:15:00,2017-06-30 19:55:00,2017-06-30 19:55:00,2017-06-30 20:40:00,2017-06-30 20:34:00,2017-06-30 20:40:00,2017-06-30 21:55:00
"182",2017-07-01 19:30:00,2017-07-01 14:00:00,2017-07-01 19:55:00,2017-07-01 20:35:00,2017-07-01 19:40:00,2017-07-01 18:44:00,2017-07-01 19:40:00,2017-07-01 11:55:00
"183",2017-07-02 20:10:00,2017-07-02 19:55:00,2017-07-02 19:00:00,2017-07-02 20:40:00,2017-07-02 19:45:00,2017-07-02 19:56:00,2017-07-02 19:55:00,2017-07-02 21:35:00
"184",2017-07-03 21:00:00,2017-07-03 21:20:00,2017-07-03 21:00:00,2017-07-03 20:55:00,2017-07-03 20:40:00,2017-07-03 20:59:00,2017-07-03 20:40:00,2017-07-03 19:15:00
"185",2017-07-04 21:05:00,2017-07-04 20:10:00,2017-07-04 20:55:00,2017-07-04 18:55:00,2017-07-04 20:40:00,2017-07-04 20:21:00,2017-07-04 20:40:00,2017-07-04 19:40:00
"186",2017-07-05 17:55:00,2017-07-05 12:50:00,2017-07-05 20:50:00,2017-07-05 19:45:00,2017-07-05 20:40:00,2017-07-05 18:24:00,2017-07-05 20:40:00,2017-07-05 19:50:00
"187",2017-07-06 18:05:00,2017-07-06 19:55:00,2017-07-06 18:55:00,2017-07-06 18:55:00,2017-07-06 19:55:00,2017-07-06 19:22:00,2017-07-06 21:00:00,2017-07-06 18:20:00
"188",2017-07-07 19:50:00,2017-07-07 19:55:00,2017-07-07 19:55:00,2017-07-07 19:50:00,2017-07-07 19:55:00,2017-07-07 20:02:00,2017-07-07 20:40:00,2017-07-07 19:00:00
"189",2017-07-08 20:40:00,2017-07-08 19:55:00,2017-07-08 21:05:00,2017-07-08 22:00:00,2017-07-08 19:55:00,2017-07-08 20:52:00,2017-07-08 20:40:00,2017-07-08 16:25:00
"190",2017-07-09 16:40:00,2017-07-09 15:00:00,2017-07-09 23:00:00,2017-07-09 16:55:00,2017-07-09 20:40:00,2017-07-09 18:18:00,2017-07-09 19:55:00,2017-07-09 16:40:00
"191",2017-07-10 18:50:00,2017-07-10 19:55:00,2017-07-10 19:55:00,2017-07-10 18:55:00,2017-07-10 18:55:00,2017-07-10 19:39:00,2017-07-10 20:40:00,2017-07-10 19:10:00
"192",2017-07-11 22:10:00,2017-07-11 18:20:00,2017-07-11 18:45:00,2017-07-11 21:10:00,2017-07-11 18:55:00,2017-07-11 20:13:00,2017-07-11 20:40:00,2017-07-11 15:45:00
"193",2017-07-12 18:50:00,2017-07-12 20:00:00,2017-07-12 17:15:00,2017-07-12 20:55:00,2017-07-12 18:55:00,2017-07-12 19:32:00,2017-07-12 20:40:00,2017-07-12 19:10:00
"194",2017-07-13 21:30:00,2017-07-13 20:25:00,2017-07-13 14:55:00,2017-07-13 19:30:00,2017-07-13 19:55:00,2017-07-13 19:15:00,2017-07-13 19:55:00,2017-07-13 21:00:00
"195",2017-07-14 18:55:00,2017-07-14 18:55:00,2017-07-14 22:00:00,2017-07-14 18:55:00,2017-07-14 18:55:00,2017-07-14 19:53:00,2017-07-14 20:40:00,2017-07-14 19:55:00
"196",2017-07-15 18:50:00,2017-07-15 17:55:00,2017-07-15 17:55:00,2017-07-15 15:35:00,2017-07-15 18:55:00,2017-07-15 18:11:00,2017-07-15 20:40:00,2017-07-15 17:50:00
"197",2017-07-16 22:05:00,2017-07-16 21:00:00,2017-07-16 19:55:00,2017-07-16 18:55:00,2017-07-16 20:40:00,2017-07-16 20:31:00,2017-07-16 20:40:00,2017-07-16 19:30:00
"198",2017-07-17 17:50:00,2017-07-17 18:55:00,2017-07-17 18:25:00,2017-07-17 17:55:00,2017-07-17 18:55:00,2017-07-17 18:45:00,2017-07-17 20:40:00,2017-07-17 16:25:00
"199",2017-07-18 18:55:00,2017-07-18 17:55:00,2017-07-18 20:05:00,2017-07-18 20:05:00,2017-07-18 20:40:00,2017-07-18 19:32:00,2017-07-18 20:40:00,2017-07-18 19:05:00
"200",2017-07-19 19:30:00,2017-07-19 20:35:00,2017-07-19 19:55:00,2017-07-19 19:05:00,2017-07-19 19:55:00,2017-07-19 19:48:00,2017-07-19 19:55:00,2017-07-19 20:50:00
"201",2017-07-20 21:15:00,2017-07-20 19:55:00,2017-07-20 19:55:00,2017-07-20 19:55:00,2017-07-20 19:55:00,2017-07-20 20:20:00,2017-07-20 20:40:00,2017-07-20 19:45:00
"202",2017-07-21 19:05:00,2017-07-21 16:00:00,2017-07-21 19:50:00,2017-07-21 19:55:00,2017-07-21 19:55:00,2017-07-21 19:06:00,2017-07-21 20:40:00,2017-07-21 12:30:00
"203",2017-07-22 19:05:00,2017-07-22 18:55:00,2017-07-22 21:25:00,2017-07-22 19:40:00,2017-07-22 19:55:00,2017-07-22 19:57:00,2017-07-22 20:40:00,2017-07-22 17:10:00
"204",2017-07-23 18:55:00,2017-07-23 19:55:00,2017-07-23 19:55:00,2017-07-23 18:55:00,2017-07-23 19:55:00,2017-07-23 19:40:00,2017-07-23 20:40:00,2017-07-23 19:50:00
"205",2017-07-24 18:55:00,2017-07-24 19:55:00,2017-07-24 21:00:00,2017-07-24 18:55:00,2017-07-24 19:55:00,2017-07-24 19:53:00,2017-07-24 20:40:00,2017-07-24 19:20:00
"206",2017-07-25 20:00:00,2017-07-25 20:00:00,2017-07-25 22:00:00,2017-07-25 20:55:00,2017-07-25 20:35:00,2017-07-25 20:43:00,2017-07-25 20:40:00,2017-07-25 21:00:00
"207",2017-07-26 20:00:00,2017-07-26 19:55:00,2017-07-26 21:20:00,2017-07-26 18:55:00,2017-07-26 20:40:00,2017-07-26 20:10:00,2017-07-26 20:40:00,2017-07-26 19:30:00
"208",2017-07-27 18:20:00,2017-07-27 17:55:00,2017-07-27 20:55:00,2017-07-27 17:55:00,2017-07-27 20:40:00,2017-07-27 19:09:00,2017-07-27 20:40:00,2017-07-27 18:15:00
"209",2017-07-28 20:00:00,2017-07-28 18:55:00,2017-07-28 15:10:00,2017-07-28 19:55:00,2017-07-28 20:40:00,2017-07-28 18:56:00,2017-07-28 20:40:00,2017-07-28 18:50:00
"210",2017-07-29 18:45:00,2017-07-29 18:55:00,2017-07-29 20:55:00,2017-07-29 17:55:00,2017-07-29 20:40:00,2017-07-29 19:26:00,2017-07-29 20:40:00,2017-07-29 19:10:00
"211",2017-07-30 20:45:00,2017-07-30 19:50:00,2017-07-30 20:55:00,2017-07-30 19:30:00,2017-07-30 20:45:00,2017-07-30 20:20:00,2017-07-30 20:40:00,2017-07-30 18:55:00
"212",2017-07-31 18:40:00,2017-07-31 19:55:00,2017-07-31 19:55:00,2017-07-31 18:55:00,2017-07-31 19:55:00,2017-07-31 19:37:00,2017-07-31 20:40:00,2017-07-31 19:10:00
"213",2017-08-01 17:40:00,2017-08-01 18:50:00,2017-08-01 15:55:00,2017-08-01 17:55:00,2017-08-01 18:45:00,2017-08-01 18:01:00,2017-08-01 19:45:00,2017-08-01 17:25:00
"214",2017-08-02 18:50:00,2017-08-02 20:00:00,2017-08-02 19:55:00,2017-08-02 21:00:00,2017-08-02 20:40:00,2017-08-02 20:05:00,2017-08-02 20:40:00,2017-08-02 18:20:00
"215",2017-08-03 18:15:00,2017-08-03 20:15:00,2017-08-03 20:00:00,2017-08-03 18:50:00,2017-08-03 20:00:00,2017-08-03 19:27:00,2017-08-03 19:55:00,2017-08-03 19:25:00
"216",2017-08-04 18:50:00,2017-08-04 18:55:00,2017-08-04 19:55:00,2017-08-04 18:55:00,2017-08-04 19:55:00,2017-08-04 19:27:00,2017-08-04 20:40:00,2017-08-04 21:00:00
"217",2017-08-05 19:10:00,2017-08-05 19:55:00,2017-08-05 18:55:00,2017-08-05 18:45:00,2017-08-05 19:55:00,2017-08-05 19:29:00,2017-08-05 20:40:00,2017-08-05 20:55:00
"218",2017-08-06 20:55:00,2017-08-06 20:35:00,2017-08-06 18:55:00,2017-08-06 20:55:00,2017-08-06 20:40:00,2017-08-06 20:24:00,2017-08-06 20:40:00,2017-08-06 19:05:00
"219",2017-08-07 18:55:00,2017-08-07 18:55:00,2017-08-07 20:55:00,2017-08-07 19:55:00,2017-08-07 19:55:00,2017-08-07 19:52:00,2017-08-07 20:40:00,2017-08-07 18:55:00
"220",2017-08-08 19:30:00,2017-08-08 19:00:00,2017-08-08 19:55:00,2017-08-08 19:55:00,2017-08-08 19:55:00,2017-08-08 19:41:00,2017-08-08 20:05:00,2017-08-08 14:40:00
"221",2017-08-09 21:00:00,2017-08-09 20:00:00,2017-08-09 20:40:00,2017-08-09 20:55:00,2017-08-09 20:40:00,2017-08-09 20:30:00,2017-08-09 19:55:00,2017-08-09 14:40:00
"222",2017-08-10 20:55:00,2017-08-10 17:40:00,2017-08-10 19:55:00,2017-08-10 18:55:00,2017-08-10 20:40:00,2017-08-10 19:41:00,2017-08-10 21:00:00,2017-08-10 12:00:00
"223",2017-08-11 20:45:00,2017-08-11 18:55:00,2017-08-11 20:45:00,2017-08-11 18:55:00,2017-08-11 20:40:00,2017-08-11 20:00:00,2017-08-11 20:40:00,2017-08-11 19:35:00
"224",2017-08-12 20:55:00,2017-08-12 19:55:00,2017-08-12 19:55:00,2017-08-12 19:55:00,2017-08-12 19:55:00,2017-08-12 20:07:00,2017-08-12 19:55:00,2017-08-12 16:15:00
"225",2017-08-13 17:55:00,2017-08-13 18:55:00,2017-08-13 18:55:00,2017-08-13 17:55:00,2017-08-13 19:55:00,2017-08-13 18:52:00,2017-08-13 20:40:00,2017-08-13 21:00:00
"226",2017-08-14 17:15:00,2017-08-14 20:05:00,2017-08-14 20:00:00,2017-08-14 18:50:00,2017-08-14 20:40:00,2017-08-14 19:22:00,2017-08-14 20:40:00,2017-08-14 12:00:00
"227",2017-08-15 20:00:00,2017-08-15 17:40:00,2017-08-15 18:55:00,2017-08-15 20:20:00,2017-08-15 20:05:00,2017-08-15 19:31:00,2017-08-15 20:40:00,2017-08-15 18:55:00
"228",2017-08-16 20:25:00,2017-08-16 22:00:00,2017-08-16 19:55:00,2017-08-16 19:50:00,2017-08-16 20:40:00,2017-08-16 20:34:00,2017-08-16 20:40:00,2017-08-16 20:15:00
"229",2017-08-17 21:00:00,2017-08-17 21:00:00,2017-08-17 23:55:00,2017-08-17 20:50:00,2017-08-17 20:40:00,2017-08-17 21:29:00,2017-08-17 20:40:00,2017-08-17 15:55:00
"230",2017-08-18 19:00:00,2017-08-18 19:55:00,2017-08-18 22:00:00,2017-08-18 17:55:00,2017-08-18 19:55:00,2017-08-18 19:54:00,2017-08-18 20:40:00,2017-08-18 20:50:00
"231",2017-08-19 17:45:00,2017-08-19 17:55:00,2017-08-19 18:55:00,2017-08-19 17:55:00,2017-08-19 19:55:00,2017-08-19 18:38:00,2017-08-19 20:40:00,2017-08-19 18:45:00
"232",2017-08-20 19:20:00,2017-08-20 19:55:00,2017-08-20 19:55:00,2017-08-20 18:55:00,2017-08-20 19:55:00,2017-08-20 19:37:00,2017-08-20 20:00:00,2017-08-20 20:20:00
"233",2017-08-21 19:40:00,2017-08-21 19:55:00,2017-08-21 21:00:00,2017-08-21 20:45:00,2017-08-21 20:40:00,2017-08-21 20:24:00,2017-08-21 20:40:00,2017-08-21 20:20:00
"234",2017-08-22 18:00:00,2017-08-22 20:35:00,2017-08-22 13:00:00,2017-08-22 19:35:00,2017-08-22 20:40:00,2017-08-22 18:22:00,2017-08-22 20:40:00,2017-08-22 20:25:00
"235",2017-08-23 20:05:00,2017-08-23 20:15:00,2017-08-23 12:55:00,2017-08-23 19:10:00,2017-08-23 20:05:00,2017-08-23 18:28:00,2017-08-23 19:55:00,2017-08-23 15:15:00
"236",2017-08-24 19:00:00,2017-08-24 20:15:00,2017-08-24 19:10:00,2017-08-24 19:25:00,2017-08-24 20:05:00,2017-08-24 19:42:00,2017-08-24 20:40:00,2017-08-24 20:45:00
"237",2017-08-25 18:20:00,2017-08-25 20:20:00,2017-08-25 19:10:00,2017-08-25 18:55:00,2017-08-25 20:40:00,2017-08-25 19:29:00,2017-08-25 20:40:00,2017-08-25 20:20:00
"238",2017-08-26 18:00:00,2017-08-26 21:00:00,2017-08-26 17:55:00,2017-08-26 18:55:00,2017-08-26 20:40:00,2017-08-26 19:18:00,2017-08-26 20:40:00,2017-08-26 20:45:00
"239",2017-08-27 21:00:00,2017-08-27 15:25:00,2017-08-27 19:55:00,2017-08-27 20:35:00,2017-08-27 19:55:00,2017-08-27 19:22:00,2017-08-27 19:55:00,2017-08-27 20:00:00
"240",2017-08-28 17:45:00,2017-08-28 19:55:00,2017-08-28 19:55:00,2017-08-28 19:55:00,2017-08-28 19:50:00,2017-08-28 19:28:00,2017-08-28 19:50:00,2017-08-28 20:20:00
"241",2017-08-29 18:35:00,2017-08-29 18:55:00,2017-08-29 17:55:00,2017-08-29 18:55:00,2017-08-29 18:55:00,2017-08-29 19:00:00,2017-08-29 20:40:00,2017-08-29 20:10:00
"242",2017-08-30 18:00:00,2017-08-30 20:20:00,2017-08-30 19:55:00,2017-08-30 19:55:00,2017-08-30 19:55:00,2017-08-30 19:37:00,2017-08-30 19:55:00,2017-08-30 20:10:00
"243",2017-08-31 20:05:00,2017-08-31 21:00:00,2017-08-31 20:40:00,2017-08-31 21:00:00,2017-08-31 20:05:00,2017-08-31 20:32:00,2017-08-31 19:55:00,2017-08-31 20:10:00
"244",2017-09-01 19:55:00,2017-09-01 20:00:00,2017-09-01 19:55:00,2017-09-01 19:55:00,2017-09-01 19:55:00,2017-09-01 20:05:00,2017-09-01 20:40:00,2017-09-01 20:00:00
"245",2017-09-02 15:40:00,2017-09-02 20:00:00,2017-09-02 20:25:00,2017-09-02 19:55:00,2017-09-02 20:40:00,2017-09-02 19:11:00,2017-09-02 19:55:00,2017-09-02 20:20:00
"246",2017-09-03 21:00:00,2017-09-03 19:55:00,2017-09-03 18:55:00,2017-09-03 18:55:00,2017-09-03 19:55:00,2017-09-03 19:53:00,2017-09-03 20:40:00,2017-09-03 16:25:00
"247",2017-09-04 17:55:00,2017-09-04 19:40:00,2017-09-04 18:55:00,2017-09-04 20:15:00,2017-09-04 19:55:00,2017-09-04 19:29:00,2017-09-04 20:40:00,2017-09-04 20:00:00
"248",2017-09-05 15:30:00,2017-09-05 20:20:00,2017-09-05 20:15:00,2017-09-05 19:55:00,2017-09-05 20:40:00,2017-09-05 19:20:00,2017-09-05 20:40:00,2017-09-05 20:05:00
"249",2017-09-06 19:50:00,2017-09-06 20:20:00,2017-09-06 19:55:00,2017-09-06 19:55:00,2017-09-06 20:40:00,2017-09-06 20:08:00,2017-09-06 20:40:00,2017-09-06 19:50:00
"250",2017-09-07 20:10:00,2017-09-07 20:25:00,2017-09-07 20:00:00,2017-09-07 19:55:00,2017-09-07 20:40:00,2017-09-07 20:14:00,2017-09-07 20:40:00,2017-09-07 20:05:00
"251",2017-09-08 20:40:00,2017-09-08 20:20:00,2017-09-08 19:55:00,2017-09-08 20:15:00,2017-09-08 20:40:00,2017-09-08 20:22:00,2017-09-08 20:40:00,2017-09-08 20:40:00
"252",2017-09-09 20:05:00,2017-09-09 20:20:00,2017-09-09 22:45:00,2017-09-09 20:00:00,2017-09-09 20:40:00,2017-09-09 20:46:00,2017-09-09 20:40:00,2017-09-09 20:45:00
"253",2017-09-10 21:00:00,2017-09-10 20:20:00,2017-09-10 18:55:00,2017-09-10 20:05:00,2017-09-10 20:40:00,2017-09-10 20:03:00,2017-09-10 19:55:00,2017-09-10 19:50:00
"254",2017-09-11 19:50:00,2017-09-11 16:30:00,2017-09-11 19:55:00,2017-09-11 19:55:00,2017-09-11 19:55:00,2017-09-11 19:13:00,2017-09-11 19:55:00,2017-09-11 20:00:00
"255",2017-09-12 15:55:00,2017-09-12 18:55:00,2017-09-12 17:55:00,2017-09-12 18:55:00,2017-09-12 20:05:00,2017-09-12 18:28:00,2017-09-12 20:40:00,2017-09-12 19:40:00
"256",2017-09-13 17:55:00,2017-09-13 20:20:00,2017-09-13 20:00:00,2017-09-13 20:40:00,2017-09-13 20:05:00,2017-09-13 19:55:00,2017-09-13 20:40:00,2017-09-13 19:45:00
"257",2017-09-14 19:50:00,2017-09-14 20:15:00,2017-09-14 21:55:00,2017-09-14 20:20:00,2017-09-14 20:40:00,2017-09-14 20:36:00,2017-09-14 20:40:00,2017-09-14 19:15:00
"258",2017-09-15 20:05:00,2017-09-15 19:55:00,2017-09-15 19:35:00,2017-09-15 18:55:00,2017-09-15 20:05:00,2017-09-15 19:50:00,2017-09-15 20:40:00,2017-09-15 19:30:00
"259",2017-09-16 16:50:00,2017-09-16 20:15:00,2017-09-16 20:00:00,2017-09-16 18:55:00,2017-09-16 20:40:00,2017-09-16 19:20:00,2017-09-16 20:40:00,2017-09-16 19:30:00
